id,price
1,329937.5
2,1828000.0
3,546416.6666666666
4,442642.85714285716
5,432733.3333333333
6,619533.3333333334
7,670153.8461538461
8,509818.1818181818
9,344214.28571428574
10,448785.71428571426
11,527000.0
12,279062.5
13,681928.5714285715
14,665473.6842105263
15,683500.0
16,554214.2857142857
17,581833.3333333334
18,486909.0909090909
19,562416.6666666666
20,693562.5
21,269300.0
22,269277.77777777775
23,262600.0
24,480235.29411764705
25,463285.71428571426
26,845052.6315789474
27,360428.5714285714
28,414083.3333333333
29,870300.0
30,423312.5
31,505500.0
32,482384.6153846154
33,546900.0
34,405277.77777777775
35,383846.1538461539
36,308200.0
37,709636.3636363636
38,689166.6666666666
39,184363.63636363635
40,670000.0
41,920428.5714285715
42,647272.7272727273
43,1024250.0
44,1257800.0
45,809071.4285714285
46,549416.6666666666
47,418200.0
48,1136285.7142857143
49,698200.0
50,350142.85714285716
51,438166.6666666667
52,498800.0
53,812916.6666666666
54,1059727.2727272727
55,521647.0588235294
56,327181.8181818182
57,346687.5
58,803888.8888888889
59,662166.6666666666
60,1039200.0
61,571000.0
62,360357.14285714284
63,325285.71428571426
64,581833.3333333334
65,367312.5
66,510600.0
67,329300.0
68,527000.0
69,578181.8181818182
70,779823.5294117647
71,433071.4285714286
72,418200.0
73,1071727.2727272727
74,471600.0
75,442000.0
76,257866.66666666666
77,446166.6666666667
78,526176.4705882353
79,381000.0
80,576714.2857142857
81,216800.0
82,582588.2352941176
83,315090.9090909091
84,382500.0
85,267615.3846153846
86,761352.9411764706
87,541000.0
88,440928.5714285714
89,290526.3157894737
90,329937.5
91,426100.0
92,558294.1176470588
93,456300.0
94,555500.0
95,289916.6666666667
96,500400.0
97,816947.3684210526
98,181833.33333333334
99,383846.1538461539
100,475764.70588235295
101,510928.5714285714
102,689166.6666666666
103,862416.6666666666
104,1874736.8421052631
105,624272.7272727273
106,689166.6666666666
107,894142.8571428572
108,541000.0
109,130235.29411764706
110,571800.0
111,940500.0
112,533090.9090909091
113,281333.3333333333
114,256500.0
115,484357.14285714284
116,1286307.6923076923
117,291733.3333333333
118,486909.0909090909
119,1198736.8421052631
120,562416.6666666666
121,592363.6363636364
122,426666.6666666667
123,375600.0
124,427250.0
125,282100.0
126,189100.0
127,281000.0
128,782300.0
129,736833.3333333334
130,782300.0
131,226400.0
132,249538.46153846153
133,383400.0
134,404125.0
135,743100.0
136,658466.6666666666
137,229437.5
138,727437.5
139,558294.1176470588
140,606941.1764705882
141,460842.1052631579
142,427250.0
143,1022111.1111111111
144,1358642.857142857
145,535866.6666666666
146,714700.0
147,267700.0
148,533357.1428571428
149,470300.0
150,421714.28571428574
151,529083.3333333334
152,265052.63157894736
153,480235.29411764705
154,278083.3333333333
155,209933.33333333334
156,609333.3333333334
157,428785.71428571426
158,253200.0
159,500923.07692307694
160,824300.0
161,436583.3333333333
162,315818.1818181818
163,765058.8235294118
164,254266.66666666666
165,293500.0
166,1566000.0
167,596333.3333333334
168,426666.6666666667
169,242000.0
170,582764.7058823529
171,726200.0
172,453400.0
173,492200.0
174,1047533.3333333334
175,500923.07692307694
176,281000.0
177,130235.29411764706
178,705461.5384615385
179,218500.0
180,567000.0
181,479700.0
182,596333.3333333334
183,269300.0
184,1111300.0
185,558294.1176470588
186,295352.9411764706
187,383400.0
188,422000.0
189,445200.0
190,745272.7272727273
191,240916.66666666666
192,539000.0
193,647100.0
194,560833.3333333334
195,1358642.857142857
196,705071.4285714285
197,406636.36363636365
198,208000.0
199,786000.0
200,488187.5
201,541000.0
202,1540714.2857142857
203,423312.5
204,401266.6666666667
205,333875.0
206,476846.1538461539
207,495100.0
208,580181.8181818182
209,389461.53846153844
210,1059727.2727272727
211,876000.0
212,630000.0
213,290562.5
214,227700.0
215,432090.9090909091
216,291941.17647058825
217,603214.2857142857
218,208090.9090909091
219,1360882.3529411764
220,303600.0
221,427900.0
222,352909.0909090909
223,495100.0
224,1360882.3529411764
225,257250.0
226,230842.1052631579
227,1459642.857142857
228,519000.0
229,529615.3846153846
230,526176.4705882353
231,824300.0
232,259315.7894736842
233,614416.6666666666
234,317636.36363636365
235,417882.35294117645
236,529083.3333333334
237,269750.0
238,310600.0
239,200533.33333333334
240,831642.8571428572
241,259315.7894736842
242,573785.7142857143
243,350800.0
244,331437.5
245,375090.9090909091
246,333875.0
247,484357.14285714284
248,555500.0
249,414611.1111111111
250,381583.3333333333
251,824300.0
252,331166.6666666667
253,410846.1538461539
254,816947.3684210526
255,2217333.3333333335
256,332736.84210526315
257,279642.85714285716
258,885666.6666666666
259,426200.0
260,502700.0
261,371666.6666666667
262,232500.0
263,956818.1818181818
264,407363.63636363635
265,575272.7272727273
266,434882.35294117645
267,1047533.3333333334
268,510076.92307692306
269,347705.8823529412
270,413000.0
271,727285.7142857143
272,167100.0
273,529083.3333333334
274,589692.3076923077
275,779823.5294117647
276,307000.0
277,575272.7272727273
278,515400.0
279,1540714.2857142857
280,290800.0
281,333684.2105263158
282,650545.4545454546
283,839000.0
284,525800.0
285,871312.5
286,329937.5
287,409833.3333333333
288,495625.0
289,183291.66666666666
290,765058.8235294118
291,782300.0
292,665571.4285714285
293,785400.0
294,514533.3333333333
295,779823.5294117647
296,1163714.2857142857
297,497666.6666666667
298,839000.0
299,674857.1428571428
300,862300.0
301,474000.0
302,303250.0
303,278083.3333333333
304,384250.0
305,686700.0
306,480454.54545454547
307,243200.0
308,379529.4117647059
309,181833.33333333334
310,988500.0
311,310900.0
312,647100.0
313,378785.71428571426
314,1286307.6923076923
315,539727.2727272727
316,293900.0
317,736833.3333333334
318,381066.6666666667
319,1194000.0
320,598842.1052631579
321,2759000.0
322,422400.0
323,189100.0
324,502400.0
325,1028454.5454545454
326,730833.3333333334
327,1360882.3529411764
328,383666.6666666667
329,549800.0
330,622600.0
331,684833.3333333334
332,467307.6923076923
333,432733.3333333333
334,535000.0
335,225600.0
336,230842.1052631579
337,1540714.2857142857
338,474000.0
339,324500.0
340,269750.0
341,2759000.0
342,256500.0
343,595111.1111111111
344,519888.8888888889
345,455800.0
346,580181.8181818182
347,658818.1818181818
348,658818.1818181818
349,737500.0
350,453500.0
351,293500.0
352,680272.7272727273
353,662166.6666666666
354,607100.0
355,291941.17647058825
356,383846.1538461539
357,532000.0
358,558294.1176470588
